A,B,C
15136,NOU,toothpick
15137,NOU,tootsie
15138,NOU,topsail
15139,NOU,topsoil
15140,NOU,torchlight
15141,NOU,torero
15142,NOU,toss
15143,NOU,touchstone
15144,NOU,touch-up
15145,NOU,tout
15146,NOU,towpath
15147,NOU,toxicologist
15148,NOU,tractate
15149,NOU,traditionalist
15150,NOU,transduction
15151,NOU,transfiguration
15152,NOU,transgene
15153,NOU,translocation
15154,NOU,trapeze
15155,NOU,travertine
15156,NOU,treason
15157,NOU,treatise
15158,NOU,treetop
15159,NOU,trekker
15160,NOU,trespass
15161,NOU,triceps
15162,NOU,trickster
15163,NOU,tricycle
15164,NOU,trier
15165,NOU,trilobite
15166,NOU,trombonist
15167,NOU,troposphere
15168,NOU,troupe
15169,NOU,trowel
15170,NOU,trunnion
15171,NOU,tryst
15172,NOU,tsunami
15173,NOU,tuba
15174,NOU,tubercle
15175,NOU,tumult
15176,NOU,turbojet
15177,NOU,turbolift
15178,NOU,turboprop
15179,NOU,turbulence
15180,NOU,turd
15181,NOU,turnpike
15182,NOU,turquoise
15183,NOU,tush
15184,NOU,twerp
15185,NOU,twig
15186,NOU,twill
15187,NOU,tympani
15188,NOU,typology
15189,NOU,tyrannosaurus
15190,NOU,tyrant
15191,NOU,ultimatum
15192,NOU,unawareness
15193,NOU,unbelief
15194,NOU,undead
15195,NOU,underbody
15196,NOU,undercard
15197,NOU,undercoat
15198,NOU,underlayment
15199,NOU,underpainting
15200,NOU,understeer
15201,NOU,underwire
15202,NOU,unicycle
15203,NOU,unification
15204,NOU,unison
15205,NOU,upland
15206,NOU,uppercut
15207,NOU,upshot
15208,NOU,upstairs
15209,NOU,upstart
15210,NOU,urbanism
15211,NOU,urethra
15212,NOU,urgency
15213,NOU,utterance
15214,NOU,vacationer
15215,NOU,valence
15216,NOU,vandalism
15217,NOU,vane
15218,NOU,variate
15219,NOU,vasculitis
15220,NOU,vegetarianism
15221,NOU,velociraptor
15222,NOU,vengeance
15223,NOU,venting
15224,NOU,veracity
15225,NOU,veranda
15226,NOU,verifier
15227,NOU,vernier
15228,NOU,vesting
15229,NOU,viaduct
15230,NOU,viceroy
15231,NOU,vicinity
15232,NOU,videographer
15233,NOU,videography
15234,NOU,vigilante
15235,NOU,vigor
15236,NOU,virginian
15237,NOU,virulence
15238,NOU,viscount
15239,NOU,v-neck
15240,NOU,voile
15241,NOU,vomit
15242,NOU,voodoo
15243,NOU,voyageur
15244,NOU,voyeur
15245,NOU,vulva
15246,NOU,wafer
15247,NOU,wahoo
15248,NOU,waistline
15249,NOU,wakefulness
15250,NOU,wake-up
15251,NOU,wane
15252,NOU,wares
15253,NOU,warlord
15254,NOU,washer/dryer
15255,NOU,watchtower
15256,NOU,watercress
15257,NOU,waterhole
15258,NOU,waterside
15259,NOU,wavefront
15260,NOU,wayfarer
15261,NOU,waypoint
15262,NOU,wayside
15263,NOU,weatherman
15264,NOU,weaver
15265,NOU,weblog
15266,NOU,weevil
15267,NOU,weigh-in
15268,NOU,whaling
15269,NOU,wheatgrass
15270,NOU,wheelbarrow
15271,NOU,wheelbase
15272,NOU,wheelhouse
15273,NOU,wheelie
15274,NOU,wheelset
15275,NOU,whelk
15276,NOU,whiff
15277,NOU,whirlwind
15278,NOU,whisker
15279,NOU,whisper
15280,NOU,whitefish
15281,NOU,whitey
15282,NOU,whoop
15283,NOU,wide-angle
15284,NOU,wiggler
15285,NOU,wildwood
15286,NOU,winder
15287,NOU,windjammer
15288,NOU,windmill
15289,NOU,windsurfer
15290,NOU,wineskin
15291,NOU,wingnut
15292,NOU,wingtip
15293,NOU,wink
15294,NOU,wishbone
15295,NOU,withers
15296,NOU,womanhood
15297,NOU,womb
15298,NOU,woodblock
15299,NOU,woodpecker
15300,NOU,wordsmith
15301,NOU,workday
15302,NOU,workroom
15303,NOU,workweek
15304,NOU,worry
15305,NOU,worthlessness
15306,NOU,worthy
15307,NOU,wounding
15308,NOU,wow
15309,NOU,wrangling
15310,NOU,wrapping
15311,NOU,wreath
15312,NOU,wreckage
15313,NOU,wriggle
15314,NOU,write-in
15315,NOU,yachtsman
15316,NOU,yardage
15317,NOU,yaw
15318,NOU,y-axis
15319,NOU,yearling
15320,NOU,yellowtail
15321,NOU,yerba
15322,NOU,yiddish
15323,NOU,yoghurt
15324,NOU,zapper
15325,NOU,zealot
15326,NOU,zeaxanthin
15327,NOU,zephyr
15328,NOU,zinfandel
15329,NOU,zoology
15330,NOU,zoroastrian
15331,NOU,zulu
15332,ADJ,new
15333,ADJ,on
15334,ADJ,in
15335,ADJ,other
15336,ADJ,available
15337,ADJ,high
15338,ADJ,per
15339,ADJ,so
15340,ADJ,great
15341,ADJ,only
15342,ADJ,inter
15343,ADJ,pro
15344,ADJ,easy
15345,ADJ,perfect
15346,ADJ,financial
15347,ADJ,online
15348,ADJ,free
15349,ADJ,academic
15350,ADJ,local
15351,ADJ,social
15352,ADJ,public
15353,ADJ,medical
15354,ADJ,best
15355,ADJ,big
15356,ADJ,good
15357,ADJ,global
15358,ADJ,international
15359,ADJ,healthy
15360,ADJ,national
15361,ADJ,digital
15362,ADJ,sure
15363,ADJ,professional
15364,ADJ,beautiful
15365,ADJ,american
15366,ADJ,fun
15367,ADJ,large
15368,ADJ,clinical
15369,ADJ,following
15370,ADJ,little
15371,ADJ,favorite
15372,ADJ,natural
15373,ADJ,small
15374,ADJ,mobile
15375,ADJ,australian
15376,ADJ,old
15377,ADJ,federal
15378,ADJ,simple
15379,ADJ,elect
15380,ADJ,different
15381,ADJ,delicious
15382,ADJ,real
15383,ADJ,political
15384,ADJ,amazing
15385,ADJ,personal
15386,ADJ,important
15387,ADJ,content
15388,ADJ,human
15389,ADJ,young
15390,ADJ,live
15391,ADJ,bad
15392,ADJ,black
15393,ADJ,creative
15394,ADJ,full
15395,ADJ,special
15396,ADJ,low
15397,ADJ,legal
15398,ADJ,canadian
15399,ADJ,senior
15400,ADJ,economic
15401,ADJ,educational
15402,ADJ,comfortable
15403,ADJ,fresh
15404,ADJ,nice
15405,ADJ,original
15406,ADJ,able
15407,ADJ,super
15408,ADJ,audio
15409,ADJ,electric
15410,ADJ,christian
15411,ADJ,military
15412,ADJ,technical
15413,ADJ,white
15414,ADJ,awesome
15415,ADJ,elementary
15416,ADJ,cheap
15417,ADJ,key
15418,ADJ,sweet
15419,ADJ,happy
15420,ADJ,off
15421,ADJ,light
15422,ADJ,patient
15423,ADJ,commercial
15424,ADJ,musical
15425,ADJ,retail
15426,ADJ,up
15427,ADJ,long
15428,ADJ,excellent
15429,ADJ,main
15430,ADJ,out
15431,ADJ,corporate
15432,ADJ,private
15433,ADJ,rear
15434,ADJ,cute
15435,ADJ,environmental
15436,ADJ,open
15437,ADJ,late
15438,ADJ,british
15439,ADJ,fit
15440,ADJ,junior
15441,ADJ,famous
15442,ADJ,fine
15443,ADJ,leading
15444,ADJ,modern
15445,ADJ,unique
15446,ADJ,dry
15447,ADJ,irish
15448,ADJ,soft
15449,ADJ,holy
15450,ADJ,interesting
15451,ADJ,popular
15452,ADJ,hot
15453,ADJ,english
15454,ADJ,safe
15455,ADJ,cool
15456,ADJ,monthly
15457,ADJ,top
15458,ADJ,historic
15459,ADJ,annual
15460,ADJ,organic
15461,ADJ,responsible
15462,ADJ,successful
15463,ADJ,classic
15464,ADJ,foreign
15465,ADJ,spiritual
15466,ADJ,central
15467,ADJ,related
15468,ADJ,ideal
15469,ADJ,visual
15470,ADJ,lovely
15471,ADJ,mid
15472,ADJ,clean
15473,ADJ,early
15474,ADJ,outdoor
15475,ADJ,virtual
15476,ADJ,current
15477,ADJ,red
15478,ADJ,royal
15479,ADJ,driving
15480,ADJ,friendly
15481,ADJ,standard
15482,ADJ,mental
15483,ADJ,electronic
15484,ADJ,physical
15485,ADJ,cant
15486,ADJ,wonderful
15487,ADJ,effective
15488,ADJ,stainless
15489,ADJ,contemporary
15490,ADJ,front
15491,ADJ,resident
15492,ADJ,common
15493,ADJ,ancient
15494,ADJ,select
15495,ADJ,anti
15496,ADJ,wide
15497,ADJ,relevant
15498,ADJ,solar
15499,ADJ,scientific
15500,ADJ,civil
15501,ADJ,useful
15502,ADJ,eligible
15503,ADJ,chief
15504,ADJ,durable
15505,ADJ,industrial
15506,ADJ,remote
15507,ADJ,whole
15508,ADJ,gorgeous
15509,ADJ,united
15510,ADJ,green
15511,ADJ,residential
15512,ADJ,fat
15513,ADJ,general
15514,ADJ,spacious
15515,ADJ,european
15516,ADJ,upper
15517,ADJ,advanced
15518,ADJ,strategic
15519,ADJ,catholic
15520,ADJ,right
15521,ADJ,blue
15522,ADJ,luxury
15523,ADJ,roman
15524,ADJ,regional
15525,ADJ,true
15526,ADJ,down
15527,ADJ,middle
15528,ADJ,secure
15529,ADJ,single
15530,ADJ,active
15531,ADJ,hard
15532,ADJ,smart
15533,ADJ,possible
15534,ADJ,powerful
15535,ADJ,religious
15536,ADJ,dark
15537,ADJ,magic
15538,ADJ,essential
15539,ADJ,defensive
15540,ADJ,favourite
15541,ADJ,official
15542,ADJ,cultural
15543,ADJ,emotional
15544,ADJ,like
15545,ADJ,affordable
15546,ADJ,native
15547,ADJ,smooth
15548,ADJ,average
15549,ADJ,dental
15550,ADJ,helpful
15551,ADJ,sexual
15552,ADJ,sustainable
15553,ADJ,head
15554,ADJ,jewish
15555,ADJ,stunning
15556,ADJ,athletic
15557,ADJ,compatible
15558,ADJ,multi
15559,ADJ,offensive
15560,ADJ,positive
15561,ADJ,regulatory
15562,ADJ,southern
15563,ADJ,left
15564,ADJ,marine
15565,ADJ,strong
15566,ADJ,net
15567,ADJ,traditional
15568,ADJ,arch
15569,ADJ,severe
15570,ADJ,anonymous
15571,ADJ,premier
15572,ADJ,warm
15573,ADJ,certified
15574,ADJ,critical
15575,ADJ,short
15576,ADJ,interactive
15577,ADJ,practical
15578,ADJ,wild
15579,ADJ,daily
15580,ADJ,criminal
15581,ADJ,downtown
15582,ADJ,electrical
15583,ADJ,round
15584,ADJ,used
15585,ADJ,additional
15586,ADJ,raw
15587,ADJ,medium
15588,ADJ,valid
15589,ADJ,homemade
15590,ADJ,normal
15591,ADJ,direct
15592,ADJ,growing
15593,ADJ,stylish
15594,ADJ,better
15595,ADJ,grand
15596,ADJ,scottish
15597,ADJ,likely
15598,ADJ,major
15599,ADJ,premium
15600,ADJ,extra
15601,ADJ,automotive
15602,ADJ,biblical
15603,ADJ,ready
15604,ADJ,limited
15605,ADJ,chronic
15606,ADJ,japanese
15607,ADJ,total
15608,ADJ,automatic
15609,ADJ,competitive
15610,ADJ,german
15611,ADJ,prima
15612,ADJ,printable
15613,ADJ,specific
15614,ADJ,bass
15615,ADJ,innovative
15616,ADJ,surgical
15617,ADJ,appropriate
15618,ADJ,fast
15619,ADJ,heavy
15620,ADJ,casual
15621,ADJ,french
15622,ADJ,indian
15623,ADJ,divine
15624,ADJ,pregnant
15625,ADJ,chinese
15626,ADJ,quick
15627,ADJ,democratic
15628,ADJ,immune
15629,ADJ,square
15630,ADJ,abstract
15631,ADJ,complete
15632,ADJ,funny
15633,ADJ,primary
15634,ADJ,sorry
15635,ADJ,correct
15636,ADJ,excited
15637,ADJ,final
15638,ADJ,nonprofit
15639,ADJ,nursing
15640,ADJ,urban
15641,ADJ,above
15642,ADJ,cold
15643,ADJ,comic
15644,ADJ,independent
15645,ADJ,gay
15646,ADJ,multiple
15647,ADJ,solid
15648,ADJ,over
15649,ADJ,poor
15650,ADJ,potent
15651,ADJ,suitable
15652,ADJ,western
15653,ADJ,historical
15654,ADJ,registered
15655,ADJ,wholesale
15656,ADJ,bright
15657,ADJ,double
15658,ADJ,existing
15659,ADJ,optical
15660,ADJ,fantastic
15661,ADJ,interior
15662,ADJ,living
15663,ADJ,sexy
15664,ADJ,spanish
15665,ADJ,northern
15666,ADJ,internal
15667,ADJ,promotional
15668,ADJ,recent
15669,ADJ,dead
15670,ADJ,african
15671,ADJ,creamy
15672,ADJ,expensive
15673,ADJ,graphic
15674,ADJ,interested
15675,ADJ,oral
15676,ADJ,tactical
15677,ADJ,basic
15678,ADJ,mini
15679,ADJ,provincial
15680,ADJ,rich
15681,ADJ,olympic
15682,ADJ,romantic
15683,ADJ,exclusive
15684,ADJ,married
15685,ADJ,efficient
15686,ADJ,fab
15687,ADJ,lean
15688,ADJ,portable
15689,ADJ,architectural
15690,ADJ,comprehensive
15691,ADJ,negative
15692,ADJ,rare
15693,ADJ,renewable
15694,ADJ,running
15695,ADJ,adjustable
15696,ADJ,instructional
15697,ADJ,islamic
15698,ADJ,unlimited
15699,ADJ,updated
15700,ADJ,various
15701,ADJ,chemical
15702,ADJ,exciting
15703,ADJ,flat
15704,ADJ,genetic
15705,ADJ,personalized
15706,ADJ,potential
15707,ADJ,pretty
15708,ADJ,dear
15709,ADJ,optional
15710,ADJ,regular
15711,ADJ,gold
15712,ADJ,indoor
15713,ADJ,muslim
15714,ADJ,tall
15715,ADJ,unified
15716,ADJ,accurate
15717,ADJ,russian
15718,ADJ,tasty
15719,ADJ,veterinary
15720,ADJ,far
15721,ADJ,lite
15722,ADJ,permanent
15723,ADJ,waterproof
15724,ADJ,acoustic
15725,ADJ,built-in
15726,ADJ,cognitive
15727,ADJ,dietary
15728,ADJ,flash
15729,ADJ,printed
15730,ADJ,eastern
15731,ADJ,level
15732,ADJ,orange
15733,ADJ,pink
15734,ADJ,yellow
15735,ADJ,brown
15736,ADJ,fabulous
15737,ADJ,pharmaceutical
15738,ADJ,responsive
15739,ADJ,wrong
15740,ADJ,classical
15741,ADJ,elegant
15742,ADJ,equal
15743,ADJ,greek
15744,ADJ,incredible
15745,ADJ,literary
15746,ADJ,pleased
15747,ADJ,prep
15748,ADJ,agile
15749,ADJ,full-time
15750,ADJ,healing
15751,ADJ,italian
15752,ADJ,pure
15753,ADJ,reliable
15754,ADJ,selected
15755,ADJ,sensitive
15756,ADJ,unknown
15757,ADJ,genuine
15758,ADJ,lightweight
15759,ADJ,median
15760,ADJ,operational
15761,ADJ,prime
15762,ADJ,deep
15763,ADJ,inner
15764,ADJ,supreme
15765,ADJ,domestic
15766,ADJ,experienced
15767,ADJ,glad
15768,ADJ,liberal
15769,ADJ,quiet
15770,ADJ,ultimate
15771,ADJ,universal
15772,ADJ,agricultural
15773,ADJ,past
15774,ADJ,tropical
15775,ADJ,convenient
15776,ADJ,crazy
15777,ADJ,fly
15778,ADJ,joint
15779,ADJ,mass
15780,ADJ,real-time
15781,ADJ,bridal
15782,ADJ,certain
15783,ADJ,clear
15784,ADJ,complex
15785,ADJ,integrated
15786,ADJ,investing
15787,ADJ,mutual
15788,ADJ,broad
15789,ADJ,compact
15790,ADJ,flying
15791,ADJ,long-term
15792,ADJ,male
15793,ADJ,mechanical
15794,ADJ,nuclear
15795,ADJ,nutritional
15796,ADJ,random
15797,ADJ,theological
15798,ADJ,tracking
15799,ADJ,artistic
15800,ADJ,detailed
15801,ADJ,flexible
15802,ADJ,proud
15803,ADJ,significant
15804,ADJ,wee
15805,ADJ,judicial
15806,ADJ,sacred
15807,ADJ,animate
15808,ADJ,applicable
15809,ADJ,behavioral
15810,ADJ,caribbean
15811,ADJ,diagnostic
15812,ADJ,female
15813,ADJ,golden
15814,ADJ,loved
15815,ADJ,molecular
15816,ADJ,structural
15817,ADJ,weekly
15818,ADJ,accredited
15819,ADJ,administrative
15820,ADJ,animated
15821,ADJ,dual
15822,ADJ,given
15823,ADJ,presidential
15824,ADJ,scenic
15825,ADJ,thick
15826,ADJ,weird
15827,ADJ,written
15828,ADJ,acute
15829,ADJ,broadband
15830,ADJ,fucking
15831,ADJ,mathematical
15832,ADJ,maxi
15833,ADJ,moral
15834,ADJ,pediatric
15835,ADJ,yummy
15836,ADJ,close
15837,ADJ,fixed
15838,ADJ,loving
15839,ADJ,minimum
15840,ADJ,minor
15841,ADJ,rural
15842,ADJ,similar
15843,ADJ,vocal
15844,ADJ,associate
15845,ADJ,automated
15846,ADJ,cosmetic
15847,ADJ,fiscal
15848,ADJ,formal
15849,ADJ,honest
15850,ADJ,maritime
15851,ADJ,organizational
15852,ADJ,psychological
15853,ADJ,thermal
15854,ADJ,working
15855,ADJ,dynamic
15856,ADJ,floral
15857,ADJ,huge
15858,ADJ,humane
15859,ADJ,korean
15860,ADJ,medieval
15861,ADJ,municipal
15862,ADJ,wet
15863,ADJ,facial
15864,ADJ,individual
15865,ADJ,licensed
15866,ADJ,secondary
15867,ADJ,secret
15868,ADJ,sharp
15869,ADJ,spectacular
15870,ADJ,sponsored
15871,ADJ,straight
15872,ADJ,collegiate
15873,ADJ,complimentary
15874,ADJ,external
15875,ADJ,forward
15876,ADJ,knowledgeable
15877,ADJ,malicious
15878,ADJ,maximum
15879,ADJ,mean
15880,ADJ,overall
15881,ADJ,programmatic
15882,ADJ,required
15883,ADJ,therapeutic
15884,ADJ,asian
15885,ADJ,chic
15886,ADJ,dedicated
15887,ADJ,herbal
15888,ADJ,ill
15889,ADJ,labour
15890,ADJ,managing
15891,ADJ,martial
15892,ADJ,monetary
15893,ADJ,near
15894,ADJ,occupational
15895,ADJ,preschool
15896,ADJ,present
15897,ADJ,tiny
15898,ADJ,valuable
15899,ADJ,attractive
15900,ADJ,authentic
15901,ADJ,digestive
15902,ADJ,due
15903,ADJ,functional
15904,ADJ,guided
15905,ADJ,liquid
15906,ADJ,difficult
15907,ADJ,hebrew
15908,ADJ,increased
15909,ADJ,manual
15910,ADJ,naval
15911,ADJ,precious
15912,ADJ,prepaid
15913,ADJ,qualified
15914,ADJ,beneficial
15915,ADJ,best-selling
15916,ADJ,connected
15917,ADJ,decent
15918,ADJ,legislative
15919,ADJ,resistant
15920,ADJ,sensory
15921,ADJ,steep
15922,ADJ,upcoming
15923,ADJ,arab
15924,ADJ,constitutional
15925,ADJ,culinary
15926,ADJ,detached
15927,ADJ,false
15928,ADJ,hosting
15929,ADJ,instant
15930,ADJ,israeli
15931,ADJ,pale
15932,ADJ,rubber
15933,ADJ,serial
15934,ADJ,soviet
15935,ADJ,strange
15936,ADJ,anal
15937,ADJ,assistant
15938,ADJ,blessed
15939,ADJ,concrete
15940,ADJ,dangerous
15941,ADJ,eternal
15942,ADJ,exterior
15943,ADJ,fake
15944,ADJ,geographic
15945,ADJ,hawaiian
15946,ADJ,imported
15947,ADJ,indigenous
15948,ADJ,later
15949,ADJ,magical
15950,ADJ,paid
15951,ADJ,sturdy
15952,ADJ,vulnerable
15953,ADJ,accessible
15954,ADJ,advisory
15955,ADJ,botanic
15956,ADJ,capital
15957,ADJ,developmental
15958,ADJ,institutional
15959,ADJ,previous
15960,ADJ,tender
15961,ADJ,verified
15962,ADJ,biologic
15963,ADJ,bullish
15964,ADJ,fair
15965,ADJ,iconic
15966,ADJ,mexican
15967,ADJ,statistical
15968,ADJ,stupid
15969,ADJ,superior
15970,ADJ,adorable
15971,ADJ,armed
15972,ADJ,biological
15973,ADJ,latin
15974,ADJ,plug-in
15975,ADJ,progressive
15976,ADJ,reproductive
15977,ADJ,star
15978,ADJ,tutoring
15979,ADJ,viral
15980,ADJ,wooden
15981,ADJ,coastal
15982,ADJ,hands-on
15983,ADJ,high-quality
15984,ADJ,hybrid
15985,ADJ,illegal
15986,ADJ,imperial
15987,ADJ,metropolitan
15988,ADJ,oily
15989,ADJ,painful
15990,ADJ,recreational
15991,ADJ,reserve
15992,ADJ,serious
15993,ADJ,smoking
15994,ADJ,bottom
15995,ADJ,conservative
15996,ADJ,divers
15997,ADJ,handmade
15998,ADJ,hardy
15999,ADJ,intelligent
16000,ADJ,intermediate
16001,ADJ,mild
16002,ADJ,moist
16003,ADJ,particular
16004,ADJ,profitable
16005,ADJ,reasonable
16006,ADJ,slim
16007,ADJ,taxable
16008,ADJ,typical
16009,ADJ,allergic
16010,ADJ,antique
16011,ADJ,cardiac
16012,ADJ,conscious
16013,ADJ,continuous
16014,ADJ,courteous
16015,ADJ,doctoral
16016,ADJ,gluten-free
16017,ADJ,listening
16018,ADJ,luxurious
16019,ADJ,offshore
16020,ADJ,pet
16021,ADJ,posted
16022,ADJ,revolutionary
16023,ADJ,spicy
16024,ADJ,swiss
16025,ADJ,thin
16026,ADJ,breathable
16027,ADJ,canine
16028,ADJ,cellular
16029,ADJ,charging
16030,ADJ,chopped
16031,ADJ,crude
16032,ADJ,desired
16033,ADJ,developing
16034,ADJ,fascinating
16035,ADJ,forward-looking
16036,ADJ,gray
16037,ADJ,inca
16038,ADJ,outstanding
16039,ADJ,passionate
16040,ADJ,racing
16041,ADJ,rapid
16042,ADJ,sole
16043,ADJ,statutory
16044,ADJ,swell
16045,ADJ,toxic
16046,ADJ,tribal
16047,ADJ,visible
16048,ADJ,alpine
16049,ADJ,blind
16050,ADJ,capitalist
16051,ADJ,cardiovascular
16052,ADJ,consulting
16053,ADJ,continuing
16054,ADJ,decorative
16055,ADJ,embedded
16056,ADJ,ethical
16057,ADJ,evil
16058,ADJ,future
16059,ADJ,humanitarian
16060,ADJ,in-store
16061,ADJ,lateral
16062,ADJ,lost
16063,ADJ,magnetic
16064,ADJ,photographic
16065,ADJ,postal
16066,ADJ,posterior
16067,ADJ,proposed
16068,ADJ,reverse
16069,ADJ,sandy
16070,ADJ,shared
16071,ADJ,sonic
16072,ADJ,tough
16073,ADJ,added
16074,ADJ,brilliant
16075,ADJ,colonial
16076,ADJ,cooperative
16077,ADJ,diverse
16078,ADJ,everyday
16079,ADJ,focal
16080,ADJ,high-speed
16081,ADJ,northwestern
16082,ADJ,recommended
16083,ADJ,socialist
16084,ADJ,specified
16085,ADJ,versatile
16086,ADJ,welsh
16087,ADJ,aboriginal
16088,ADJ,adverse
16089,ADJ,aesthetic
16090,ADJ,anti-inflammatory
16091,ADJ,busy
16092,ADJ,cordless
16093,ADJ,drop-down
16094,ADJ,equivalent
16095,ADJ,extreme
16096,ADJ,iranian
16097,ADJ,moving
16098,ADJ,numerous
16099,ADJ,on-site
16100,ADJ,psychic
16101,ADJ,realistic
16102,ADJ,adventist
16103,ADJ,alternative
16104,ADJ,anti-aging
16105,ADJ,applied
16106,ADJ,atomic
16107,ADJ,authorized
16108,ADJ,baptist
16109,ADJ,binary
16110,ADJ,botanical
16111,ADJ,comfy
16112,ADJ,foster
16113,ADJ,handy
16114,ADJ,icelandic
16115,ADJ,linear
16116,ADJ,logical
16117,ADJ,low-income
16118,ADJ,massive
16119,ADJ,modular
16120,ADJ,philosophical
16121,ADJ,principal
16122,ADJ,swelling
16123,ADJ,synthetic
16124,ADJ,turkish
16125,ADJ,underwater
16126,ADJ,victorian
16127,ADJ,web-site
16128,ADJ,broken
16129,ADJ,congressional
16130,ADJ,deleted
16131,ADJ,entire
16132,ADJ,estimated
16133,ADJ,faster
16134,ADJ,firm
16135,ADJ,gross
16136,ADJ,mint
16137,ADJ,necessary
16138,ADJ,planetary
16139,ADJ,proper
16140,ADJ,protective
16141,ADJ,published
16142,ADJ,racial
16143,ADJ,temporary
16144,ADJ,thai
16145,ADJ,worldwide
16146,ADJ,affected
16147,ADJ,analytic
16148,ADJ,auburn
16149,ADJ,bold
16150,ADJ,buddhist
16151,ADJ,charming
16152,ADJ,civic
16153,ADJ,continued
16154,ADJ,corresponding
16155,ADJ,cosmic
16156,ADJ,generic
16157,ADJ,heavenly
16158,ADJ,hilarious
16159,ADJ,hydraulic
16160,ADJ,infected
16161,ADJ,intellectual
16162,ADJ,loyal
16163,ADJ,methodist
16164,ADJ,metric
16165,ADJ,optimal
16166,ADJ,orthodox
16167,ADJ,passive
16168,ADJ,polish
16169,ADJ,relaxing
16170,ADJ,roast
16171,ADJ,sick
16172,ADJ,sioux
16173,ADJ,southwestern
16174,ADJ,stable
16175,ADJ,tan
16176,ADJ,underlying
16177,ADJ,alien
16178,ADJ,amateur
16179,ADJ,approved
16180,ADJ,archaeological
16181,ADJ,artificial
16182,ADJ,bare
16183,ADJ,ceramic
16184,ADJ,charitable
16185,ADJ,chiropractic
16186,ADJ,civilian
16187,ADJ,communist
16188,ADJ,delighted
16189,ADJ,featured
16190,ADJ,feminine
16191,ADJ,gentle
16192,ADJ,hazardous
16193,ADJ,kosher
16194,ADJ,macro
16195,ADJ,meaningful
16196,ADJ,nazi
16197,ADJ,nude
16198,ADJ,outer
16199,ADJ,predictive
16200,ADJ,productive
16201,ADJ,psychiatric
16202,ADJ,remaining
16203,ADJ,rugged
16204,ADJ,rustic
16205,ADJ,spinal
16206,ADJ,static
16207,ADJ,terminal
16208,ADJ,theoretical
16209,ADJ,vaginal
16210,ADJ,actual
16211,ADJ,addictive
16212,ADJ,allied
16213,ADJ,anabolic
16214,ADJ,analytical
16215,ADJ,atmospheric
16216,ADJ,bacterial
16217,ADJ,bearish
16218,ADJ,distributed
16219,ADJ,evolutionary
16220,ADJ,excess
16221,ADJ,faithful
16222,ADJ,flattering
16223,ADJ,forensic
16224,ADJ,frugal
16225,ADJ,hourly
16226,ADJ,impressive
16227,ADJ,mega
16228,ADJ,metabolic
16229,ADJ,naked
16230,ADJ,part-time
16231,ADJ,persian
16232,ADJ,pleasant
16233,ADJ,respiratory
16234,ADJ,skilled
16235,ADJ,soy
16236,ADJ,swedish
16237,ADJ,swift
16238,ADJ,talented
16239,ADJ,trendy
16240,ADJ,unwanted
16241,ADJ,vegetarian
16242,ADJ,weak
16243,ADJ,adaptive
16244,ADJ,balanced
16245,ADJ,ballistic
16246,ADJ,beloved
16247,ADJ,colored
16248,ADJ,concealed
16249,ADJ,constant
16250,ADJ,cuban
16251,ADJ,deaf
16252,ADJ,decentralized
16253,ADJ,deductible
16254,ADJ,disabled
16255,ADJ,dominican
16256,ADJ,dutch
16257,ADJ,epic
16258,ADJ,epoxy
16259,ADJ,erect
16260,ADJ,fatty
16261,ADJ,frozen
16262,ADJ,furnished
16263,ADJ,grateful
16264,ADJ,greatest
16265,ADJ,guaranteed
16266,ADJ,high-end
16267,ADJ,horizontal
16268,ADJ,inclusive
16269,ADJ,infinite
16270,ADJ,legitimate
16271,ADJ,listed
16272,ADJ,lucky
16273,ADJ,lutheran
16274,ADJ,matching
16275,ADJ,medicinal
16276,ADJ,medium-high
16277,ADJ,minute
16278,ADJ,natal
16279,ADJ,nearest
16280,ADJ,neutral
16281,ADJ,null
16282,ADJ,parental
16283,ADJ,peaceful
16284,ADJ,postsecondary
16285,ADJ,proven
16286,ADJ,rolling
16287,ADJ,schematic
16288,ADJ,silent
16289,ADJ,skinny
16290,ADJ,slow
16291,ADJ,timely
16292,ADJ,tory
16293,ADJ,trucking
16294,ADJ,vocational
16295,ADJ,wan
16296,ADJ,wesleyan
16297,ADJ,wicked
16298,ADJ,acrylic
16299,ADJ,aggressive
16300,ADJ,approximate
16301,ADJ,associated
16302,ADJ,blank
16303,ADJ,blogging
16304,ADJ,born
16305,ADJ,burning
16306,ADJ,carnival
16307,ADJ,chartered
16308,ADJ,curly
16309,ADJ,dried
16310,ADJ,endangered
16311,ADJ,erectile
16312,ADJ,ergonomic
16313,ADJ,fancy
16314,ADJ,heated
16315,ADJ,intuitive
16316,ADJ,nationwide
16317,ADJ,orchestral
16318,ADJ,prospective
16319,ADJ,qualifying
16320,ADJ,refurbished
16321,ADJ,shaving
16322,ADJ,snap
16323,ADJ,sporty
16324,ADJ,sunny
16325,ADJ,syrian
16326,ADJ,terrorist
16327,ADJ,topical
16328,ADJ,abdominal
16329,ADJ,additive
16330,ADJ,add-on
16331,ADJ,appellate
16332,ADJ,asleep
16333,ADJ,assisted
16334,ADJ,award-winning
16335,ADJ,aware
16336,ADJ,branded
16337,ADJ,centennial
16338,ADJ,compliant
16339,ADJ,computational
16340,ADJ,confident
16341,ADJ,covered
16342,ADJ,cozy
16343,ADJ,crisp
16344,ADJ,crucial
16345,ADJ,cubic
16346,ADJ,disappointed
