S,Word,Wor/Phr,Type,British phonetics,5916,LV,700,1334,800,260,412,20465
17929,plethora,W,n,,,,,,,,,20465
17930,plexus,W,n,,,,,,,,,20465
17931,pliers,W,n,,,,,,,,,20465
17932,plinth,W,n,,,,,,,,,20465
17933,plop,W,n,,,,,,,,,20465
17934,plotter,W,n,,,,,,,,,20465
17935,plow,W,n,,,,,,,,,20465
17936,plug-in,W,adj,,,,,,,,,20465
17937,plum,W,n,,,,,,,,,20465
17938,plumage,W,n,,,,,,,,,20465
17939,plumber,W,n,,,,,,,,,20465
17940,plumbing,W,n,,,,,,,,,20465
17941,plume,W,n,,,,,,,,,20465
17942,plummet,W,v,,,,,,,,,20465
17943,plump,W,adj,,,,,,,,,20465
17944,plunging,W,adj,,,,,,,,,20465
17945,plural,W,n,,,,,,,,,20465
17946,plural,W,adj,,,,,,,,,20465
17947,plurality,W,n,,,,,,,,,20465
17948,plush,W,n,,,,,,,,,20465
17949,plush,W,adj,,,,,,,,,20465
17950,plus-size,W,adj,,,,,,,,,20465
17951,plutonium,W,n,,,,,,,,,20465
17952,ply,W,v,,,,,,,,,20465
17953,ply,W,n,,,,,,,,,20465
17954,plyometrics,W,n,,,,,,,,,20465
17955,plywood,W,n,,,,,,,,,20465
17956,pm,W,,,,,,,,,,20465
17957,pneumatic,W,adj,,,,,,,,,20465
17958,pneumococcal,W,adj,,,,,,,,,20465
17959,pneumonia,W,n,,,,,,,,,20465
17960,po,W,n,,,,,,,,,20465
17961,poaching,W,adj,,,,,,,,,20465
17962,pocketbook,W,n,,,,,,,,,20465
17963,pod,W,n,,,,,,,,,20465
17964,podcast,W,n,,,,,,,,,20465
17965,podiatric,W,adj,,,,,,,,,20465
17966,podiatrist,W,n,,,,,,,,,20465
17967,podium,W,n,,,,,,,,,20465
17968,poetic,W,adj,,,,,,,,,20465
17969,point-and-shoot,W,adj,,,,,,,,,20465
17970,pointe,W,n,,,,,,,,,20465
17971,pointer,W,n,,,,,,,,,20465
17972,point-to-point,W,n,,,,,,,,,20465
17973,poise,W,n,,,,,,,,,20465
17974,poisoned,W,adj,,,,,,,,,20465
17975,poke,W,v,,,,,,,,,20465
17976,poke,W,n,,,,,,,,,20465
17977,poker,W,n,,,,,,,,,20465
17978,polar,W,adj,,,,,,,,,20465
17979,polarity,W,n,,,,,,,,,20465
17980,polarization,W,n,,,,,,,,,20465
17981,polarize,W,v,,,,,,,,,20465
17982,polarized,W,adj,,,,,,,,,20465
17983,polemic,W,n,,,,,,,,,20465
17984,policing,W,n,,,,,,,,,20465
17985,policyholder,W,n,,,,,,,,,20465
17986,policymaker,W,n,,,,,,,,,20465
17987,policy-making,W,n,,,,,,,,,20465
17988,polio,W,n,,,,,,,,,20465
17989,poliovirus,W,n,,,,,,,,,20465
17990,polish,W,v,,,,,,,,,20465
17991,polish,W,n,,,,,,,,,20465
17992,polish,W,adj,,,,,,,,,20465
17993,polished,W,adj,,,,,,,,,20465
17994,polishing,W,n,,,,,,,,,20465
17995,politically,W,,,,,,,,,,20465
17996,polka,W,n,,,,,,,,,20465
17997,pollen,W,n,,,,,,,,,20465
17998,pollination,W,n,,,,,,,,,20465
17999,pollinator,W,n,,,,,,,,,20465
18000,polling,W,n,,,,,,,,,20465
18001,pollster,W,n,,,,,,,,,20465
18002,pollutant,W,n,,,,,,,,,20465
18003,polo,W,n,,,,,,,,,20465
18004,poly,W,n,,,,,,,,,20465
18005,polycarbonate,W,adj,,,,,,,,,20465
18006,polycystic,W,adj,,,,,,,,,20465
18007,polyester,W,n,,,,,,,,,20465
18008,polyethylene,W,n,,,,,,,,,20465
18009,polyglot,W,n,,,,,,,,,20465
18010,polygon,W,n,,,,,,,,,20465
18011,polygonal,W,adj,,,,,,,,,20465
18012,polygraph,W,n,,,,,,,,,20465
18013,polyhedron,W,n,,,,,,,,,20465
18014,polymer,W,n,,,,,,,,,20465
18015,polymerization,W,n,,,,,,,,,20465
18016,polymorphism,W,n,,,,,,,,,20465
18017,polynesian,W,adj,,,,,,,,,20465
18018,polynomial,W,n,,,,,,,,,20465
18019,polyp,W,n,,,,,,,,,20465
18020,polypeptide,W,n,,,,,,,,,20465
18021,polyphony,W,n,,,,,,,,,20465
18022,polypropylene,W,n,,,,,,,,,20465
18023,polytechnic,W,n,,,,,,,,,20465
18024,polytheism,W,n,,,,,,,,,20465
18025,polyurethane,W,n,,,,,,,,,20465
18026,pomade,W,n,,,,,,,,,20465
18027,pommel,W,n,,,,,,,,,20465
18028,pompano,W,n,,,,,,,,,20465
18029,ponder,W,v,,,,,,,,,20465
18030,pong,W,n,,,,,,,,,20465
18031,pontiff,W,n,,,,,,,,,20465
18032,pontoon,W,n,,,,,,,,,20465
18033,pony,W,n,,,,,,,,,20465
18034,ponytail,W,n,,,,,,,,,20465
18035,poo,W,n,,,,,,,,,20465
18036,pooch,W,n,,,,,,,,,20465
18037,poodle,W,n,,,,,,,,,20465
18038,poolside,W,n,,,,,,,,,20465
18039,poop,W,v,,,,,,,,,20465
18040,poop,W,n,,,,,,,,,20465
18041,popcorn,W,n,,,,,,,,,20465
18042,pope,W,n,,,,,,,,,20465
18043,poplin,W,n,,,,,,,,,20465
18044,popper,W,n,,,,,,,,,20465
18045,popping,W,adj,,,,,,,,,20465
18046,poppy,W,n,,,,,,,,,20465
18047,populate,W,v,,,,,,,,,20465
18048,populous,W,adj,,,,,,,,,20465
18049,pop-up,W,n,,,,,,,,,20465
18050,porcelain,W,n,,,,,,,,,20465
18051,porch,W,n,,,,,,,,,20465
18052,porcupine,W,n,,,,,,,,,20465
18053,pore,W,n,,,,,,,,,20465
18054,pork,W,n,,,,,,,,,20465
18055,porn,W,n,,,,,,,,,20465
18056,pornographic,W,adj,,,,,,,,,20465
18057,pornography,W,n,,,,,,,,,20465
18058,porosity,W,n,,,,,,,,,20465
18059,porous,W,adj,,,,,,,,,20465
18060,portable,W,n,,,,,,,,,20465
18061,portable,W,adj,,,,,,,,,20465
18062,portage,W,n,,,,,,,,,20465
18063,portal,W,n,,,,,,,,,20465
18064,portend,W,v,,,,,,,,,20465
18065,porter,W,n,,,,,,,,,20465
18066,portraiture,W,n,,,,,,,,,20465
18067,portrayal,W,n,,,,,,,,,20465
18068,portuguese,W,n,,,,,,,,,20465
18069,portuguese,W,adj,,,,,,,,,20465
18070,posh,W,adj,,,,,,,,,20465
18071,posit,W,v,,,,,,,,,20465
18072,positional,W,adj,,,,,,,,,20465
18073,positioner,W,n,,,,,,,,,20465
18074,positioning,W,n,,,,,,,,,20465
18075,positively,W,,,,,,,,,,20465
18076,posse,W,n,,,,,,,,,20465
18077,possum,W,n,,,,,,,,,20465
18078,postage,W,n,,,,,,,,,20465
18079,postal,W,adj,,,,,,,,,20465
18080,post-apocalyptic,W,adj,,,,,,,,,20465
18081,postcard,W,n,,,,,,,,,20465
18082,postdoc,W,n,,,,,,,,,20465
18083,postdoctoral,W,adj,,,,,,,,,20465
18084,posted,W,adj,,,,,,,,,20465
18085,posterior,W,n,,,,,,,,,20465
18086,posterior,W,adj,,,,,,,,,20465
18087,posteriorly,W,,,,,,,,,,20465
18088,postgraduate,W,n,,,,,,,,,20465
18089,posting,W,n,,,,,,,,,20465
18090,postmark,W,v,,,,,,,,,20465
18091,postmark,W,n,,,,,,,,,20465
18092,postmaster,W,n,,,,,,,,,20465
18093,postmodern,W,adj,,,,,,,,,20465
18094,postnatal,W,adj,,,,,,,,,20465
18095,post-op,W,adj,,,,,,,,,20465
18096,postoperative,W,adj,,,,,,,,,20465
18097,postoperatively,W,,,,,,,,,,20465
18098,post-production,W,adj,,,,,,,,,20465
18099,post-race,W,adj,,,,,,,,,20465
18100,postseason,W,n,,,,,,,,,20465
18101,postsecondary,W,adj,,,,,,,,,20465
18102,post-traumatic,W,adj,,,,,,,,,20465
18103,postulate,W,n,,,,,,,,,20465
18104,postural,W,adj,,,,,,,,,20465
18105,posture,W,n,,,,,,,,,20465
18106,postwar,W,adj,,,,,,,,,20465
18107,potable,W,adj,,,,,,,,,20465
18108,potash,W,n,,,,,,,,,20465
18109,potassium,W,n,,,,,,,,,20465
18110,potency,W,n,,,,,,,,,20465
18111,potent,W,adj,,,,,,,,,20465
18112,potentiometer,W,n,,,,,,,,,20465
18113,potion,W,n,,,,,,,,,20465
18114,potluck,W,n,,,,,,,,,20465
18115,potted,W,adj,,,,,,,,,20465
18116,potter,W,n,,,,,,,,,20465
18117,pottery,W,n,,,,,,,,,20465
18118,potty,W,n,,,,,,,,,20465
18119,pouch,W,n,,,,,,,,,20465
18120,poultice,W,n,,,,,,,,,20465
18121,poultry,W,n,,,,,,,,,20465
18122,powder-coated,W,adj,,,,,,,,,20465
18123,powdered,W,adj,,,,,,,,,20465
18124,powdery,W,adj,,,,,,,,,20465
18125,powered,W,adj,,,,,,,,,20465
18126,powerhouse,W,n,,,,,,,,,20465
18127,power-plant,W,n,,,,,,,,,20465
18128,powertrain,W,n,,,,,,,,,20465
18129,practicable,W,adj,,,,,,,,,20465
18130,practically,W,,,,,,,,,,20465
18131,practicum,W,n,,,,,,,,,20465
18132,practising,W,adj,,,,,,,,,20465
18133,pragmatic,W,adj,,,,,,,,,20465
18134,prairie,W,n,,,,,,,,,20465
18135,pram,W,n,,,,,,,,,20465
18136,prank,W,n,,,,,,,,,20465
18137,prawn,W,n,,,,,,,,,20465
18138,praxis,W,n,,,,,,,,,20465
18139,preacher,W,n,,,,,,,,,20465
18140,preaching,W,n,,,,,,,,,20465
18141,preaching,W,adj,,,,,,,,,20465
18142,preamble,W,n,,,,,,,,,20465
18143,preamplifier,W,n,,,,,,,,,20465
18144,pre-approved,W,adj,,,,,,,,,20465
18145,prebiotic,W,adj,,,,,,,,,20465
18146,precast,W,adj,,,,,,,,,20465
18147,precaution,W,n,,,,,,,,,20465
18148,precedence,W,n,,,,,,,,,20465
18149,preceding,W,adj,,,,,,,,,20465
18150,precept,W,n,,,,,,,,,20465
18151,pre-christian,W,adj,,,,,,,,,20465
18152,precinct,W,n,,,,,,,,,20465
18153,precipitate,W,n,,,,,,,,,20465
18154,precipitation,W,n,,,,,,,,,20465
18155,preclinical,W,adj,,,,,,,,,20465
18156,preclude,W,v,,,,,,,,,20465
18157,pre-columbian,W,adj,,,,,,,,,20465
18158,precursor,W,n,,,,,,,,,20465
18159,predate,W,v,,,,,,,,,20465
18160,predation,W,n,,,,,,,,,20465
18161,predatory,W,adj,,,,,,,,,20465
18162,predecease,W,v,,,,,,,,,20465
18163,predicate,W,n,,,,,,,,,20465
18164,predicted,W,adj,,,,,,,,,20465
18165,predictive,W,adj,,,,,,,,,20465
18166,predictor,W,n,,,,,,,,,20465
18167,prednisone,W,n,,,,,,,,,20465
18168,preeclampsia,W,n,,,,,,,,,20465
18169,pre-employment,W,adj,,,,,,,,,20465
18170,preemptively,W,,,,,,,,,,20465
18171,preen,W,v,,,,,,,,,20465
18172,pre-existing,W,adj,,,,,,,,,20465
18173,prefab,W,n,,,,,,,,,20465
18174,prefabricated,W,adj,,,,,,,,,20465
18175,preface,W,n,,,,,,,,,20465
18176,prefect,W,n,,,,,,,,,20465
18177,prefecture,W,n,,,,,,,,,20465
18178,preferably,W,,,,,,,,,,20465
18179,preferred,W,adj,,,,,,,,,20465
18180,prefix,W,n,,,,,,,,,20465
18181,preheat,W,v,,,,,,,,,20465
18182,preheated,W,adj,,,,,,,,,20465
18183,prehistoric,W,adj,,,,,,,,,20465
18184,pre-islamic,W,adj,,,,,,,,,20465
18185,pre-k,W,adj,,,,,,,,,20465
18186,prelate,W,n,,,,,,,,,20465
18187,prelude,W,n,,,,,,,,,20465
18188,premade,W,adj,,,,,,,,,20465
18189,premarital,W,adj,,,,,,,,,20465
18190,premature,W,adj,,,,,,,,,20465
18191,pre-med,W,adj,,,,,,,,,20465
18192,premedical,W,adj,,,,,,,,,20465
18193,premiere,W,v,,,,,,,,,20465
18194,premiere,W,n,,,,,,,,,20465
18195,premiership,W,n,,,,,,,,,20465
18196,prenatal,W,adj,,,,,,,,,20465
18197,preoperative,W,adj,,,,,,,,,20465
18198,pre-owned,W,adj,,,,,,,,,20465
18199,prep,W,v,,,,,,,,,20465
18200,prep,W,n,,,,,,,,,20465
18201,prep,W,adj,,,,,,,,,20465
18202,prepaid,W,adj,,,,,,,,,20465
18203,preparatory,W,adj,,,,,,,,,20465
18204,preparedness,W,n,,,,,,,,,20465
18205,preparer,W,n,,,,,,,,,20465
18206,prepayment,W,n,,,,,,,,,20465
18207,preposition,W,n,,,,,,,,,20465
18208,prepositional,W,adj,,,,,,,,,20465
18209,preppy,W,adj,,,,,,,,,20465
18210,pre-race,W,adj,,,,,,,,,20465
18211,prerecorded,W,adj,,,,,,,,,20465
18212,pre-registration,W,adj,,,,,,,,,20465
18213,prerequisite,W,n,,,,,,,,,20465
18214,prerequisite,W,adj,,,,,,,,,20465
18215,presbyterian,W,n,,,,,,,,,20465
18216,presbyterian,W,adj,,,,,,,,,20465
18217,presbytery,W,n,,,,,,,,,20465
18218,preschool,W,adj,,,,,,,,,20465
18219,preschooler,W,n,,,,,,,,,20465
18220,prescribed,W,adj,,,,,,,,,20465
18221,preseason,W,n,,,,,,,,,20465
18222,pre-season,W,adj,,,,,,,,,20465
18223,presenter,W,n,,,,,,,,,20465
18224,preservative,W,n,,,,,,,,,20465
18225,pre-service,W,adj,,,,,,,,,20465
18226,preset,W,v,,,,,,,,,20465
18227,preset,W,adj,,,,,,,,,20465
18228,president-elect,W,n,,,,,,,,,20465
18229,presiding,W,adj,,,,,,,,,20465
18230,presidio,W,n,,,,,,,,,20465
18231,pressed,W,adj,,,,,,,,,20465
18232,presser,W,n,,,,,,,,,20465
18233,pressing,W,adj,,,,,,,,,20465
18234,prestige,W,n,,,,,,,,,20465
18235,presumption,W,n,,,,,,,,,20465
18236,presuppose,W,v,,,,,,,,,20465
18237,pre-tax,W,adj,,,,,,,,,20465
18238,preteen,W,n,,,,,,,,,20465
18239,prevailing,W,adj,,,,,,,,,20465
18240,preventable,W,adj,,,,,,,,,20465
18241,preventer,W,n,,,,,,,,,20465
18242,preventive,W,adj,,,,,,,,,20465
18243,preview,W,v,,,,,,,,,20465
18244,preview,W,n,,,,,,,,,20465
18245,pre-war,W,adj,,,,,,,,,20465
18246,priceless,W,adj,,,,,,,,,20465
18247,pricey,W,adj,,,,,,,,,20465
18248,pricing,W,n,,,,,,,,,20465
18249,prick,W,v,,,,,,,,,20465
18250,prick,W,n,,,,,,,,,20465
18251,priesthood,W,n,,,,,,,,,20465
18252,prima,W,adj,,,,,,,,,20465
18253,primacy,W,n,,,,,,,,,20465
18254,primal,W,adj,,,,,,,,,20465
18255,primate,W,n,,,,,,,,,20465
18256,primavera,W,n,,,,,,,,,20465
18257,primer,W,n,,,,,,,,,20465
18258,primitive,W,n,,,,,,,,,20465
18259,primitive,W,adj,,,,,,,,,20465
18260,primrose,W,n,,,,,,,,,20465
18261,primus,W,n,,,,,,,,,20465
18262,principality,W,n,,,,,,,,,20465
18263,printable,W,adj,,,,,,,,,20465
18264,printed,W,adj,,,,,,,,,20465
18265,printhead,W,n,,,,,,,,,20465
18266,printmaker,W,n,,,,,,,,,20465
18267,printmaking,W,n,,,,,,,,,20465
18268,printout,W,n,,,,,,,,,20465
18269,prion,W,n,,,,,,,,,20465
18270,prioritize,W,v,,,,,,,,,20465
18271,priory,W,n,,,,,,,,,20465
18272,prism,W,n,,,,,,,,,20465
18273,prismatic,W,adj,,,,,,,,,20465
18274,pristine,W,adj,,,,,,,,,20465
18275,private-label,W,adj,,,,,,,,,20465
18276,privately,W,,,,,,,,,,20465
18277,privatize,W,v,,,,,,,,,20465
18278,privileged,W,adj,,,,,,,,,20465
18279,privy,W,adj,,,,,,,,,20465
18280,prized,W,adj,,,,,,,,,20465
18281,pro,W,n,,,,,,,,,20465
18282,pro,W,adj,,,,,,,,,20465
18283,pro-abortion,W,adj,,,,,,,,,20465
18284,proactive,W,adj,,,,,,,,,20465
18285,probabilistic,W,adj,,,,,,,,,20465
18286,probate,W,v,,,,,,,,,20465
18287,probate,W,n,,,,,,,,,20465
18288,probation,W,n,,,,,,,,,20465
18289,probationary,W,adj,,,,,,,,,20465
18290,probiotic,W,adj,,,,,,,,,20465
18291,procedurally,W,,,,,,,,,,20465
18292,processed,W,adj,,,,,,,,,20465
18293,proconsul,W,n,,,,,,,,,20465
18294,proctor,W,n,,,,,,,,,20465
18295,procure,W,v,,,,,,,,,20465
18296,procurement,W,n,,,,,,,,,20465
18297,prod,W,v,,,,,,,,,20465
18298,prod,W,n,,,,,,,,,20465
18299,prodigy,W,n,,,,,,,,,20465
18300,pro-family,W,adj,,,,,,,,,20465
18301,profanity,W,n,,,,,,,,,20465
18302,profess,W,v,,,,,,,,,20465
18303,professed,W,adj,,,,,,,,,20465
18304,professional-grade,W,adj,,,,,,,,,20465
18305,professionalism,W,n,,,,,,,,,20465
18306,professionally,W,,,,,,,,,,20465
18307,professional-quality,W,adj,,,,,,,,,20465
18308,proficiency,W,n,,,,,,,,,20465
18309,proficient,W,adj,,,,,,,,,20465
18310,proficiently,W,,,,,,,,,,20465
18311,profiled,W,adj,,,,,,,,,20465
18312,profiler,W,n,,,,,,,,,20465
18313,profitability,W,n,,,,,,,,,20465
18314,prog,W,n,,,,,,,,,20465
18315,progenitor,W,n,,,,,,,,,20465
18316,progeny,W,n,,,,,,,,,20465
18317,progesterone,W,n,,,,,,,,,20465
18318,prognosis,W,n,,,,,,,,,20465
18319,prognostic,W,adj,,,,,,,,,20465
18320,programmable,W,adj,,,,,,,,,20465
18321,programmatic,W,adj,,,,,,,,,20465
18322,programmatically,W,,,,,,,,,,20465
18323,programmed,W,adj,,,,,,,,,20465
18324,programmer,W,n,,,,,,,,,20465
18325,pro-gun,W,adj,,,,,,,,,20465
18326,prohibited,W,adj,,,,,,,,,20465
18327,prohibition,W,n,,,,,,,,,20465
18328,pro-inflammatory,W,adj,,,,,,,,,20465
18329,pro-israel,W,adj,,,,,,,,,20465
18330,project-based,W,adj,,,,,,,,,20465
18331,projected,W,adj,,,,,,,,,20465
18332,projectile,W,n,,,,,,,,,20465
18333,projecting,W,adj,,,,,,,,,20465
18334,projectionist,W,n,,,,,,,,,20465
18335,projector,W,n,,,,,,,,,20465
18336,prokaryote,W,n,,,,,,,,,20465
18337,prolapse,W,n,,,,,,,,,20465
18338,proletarian,W,adj,,,,,,,,,20465
18339,proletariat,W,n,,,,,,,,,20465
18340,pro-life,W,adj,,,,,,,,,20465
18341,proliferation,W,n,,,,,,,,,20465
18342,prolific,W,adj,,,,,,,,,20465
18343,prologue,W,n,,,,,,,,,20465
18344,prolonged,W,adj,,,,,,,,,20465
18345,prom,W,n,,,,,,,,,20465
18346,promenade,W,n,,,,,,,,,20465
18347,prominence,W,n,,,,,,,,,20465
18348,promised,W,adj,,,,,,,,,20465
18349,promo,W,n,,,,,,,,,20465
18350,promontory,W,n,,,,,,,,,20465
18351,promoter,W,n,,,,,,,,,20465
18352,promotional,W,adj,,,,,,,,,20465
18353,prompting,W,n,,,,,,,,,20465
18354,promptly,W,,,,,,,,,,20465
18355,promulgate,W,v,,,,,,,,,20465
18356,pronation,W,n,,,,,,,,,20465
18357,prone,W,adj,,,,,,,,,20465
18358,prong,W,n,,,,,,,,,20465
18359,pronoun,W,n,,,,,,,,,20465
18360,pronunciation,W,n,,,,,,,,,20465
18361,proofread,W,v,,,,,,,,,20465
18362,proofreader,W,n,,,,,,,,,20465
18363,prop,W,n,,,,,,,,,20465
18364,propagate,W,v,,,,,,,,,20465
18365,propagation,W,n,,,,,,,,,20465
18366,propane,W,n,,,,,,,,,20465
18367,propellant,W,n,,,,,,,,,20465
18368,propeller,W,n,,,,,,,,,20465
18369,prophecy,W,n,,,,,,,,,20465
18370,prophesy,W,v,,,,,,,,,20465
18371,prophet,W,n,,,,,,,,,20465
18372,prophetic,W,adj,,,,,,,,,20465
18373,propolis,W,n,,,,,,,,,20465
18374,proponent,W,n,,,,,,,,,20465
18375,proportionate,W,adj,,,,,,,,,20465
18376,proposed,W,adj,,,,,,,,,20465
18377,proprietary,W,adj,,,,,,,,,20465
18378,proprietor,W,n,,,,,,,,,20465
18379,proprietorship,W,n,,,,,,,,,20465
18380,propriety,W,n,,,,,,,,,20465
18381,propulsion,W,n,,,,,,,,,20465
18382,prose,W,n,,,,,,,,,20465
18383,prospector,W,n,,,,,,,,,20465
18384,prospectus,W,n,,,,,,,,,20465
18385,prosper,W,v,,,,,,,,,20465
18386,prosperous,W,adj,,,,,,,,,20465
18387,prostate,W,n,,,,,,,,,20465
18388,prostatic,W,adj,,,,,,,,,20465
18389,prostatitis,W,n,,,,,,,,,20465
18390,prosthesis,W,n,,,,,,,,,20465
18391,prosthetic,W,adj,,,,,,,,,20465
18392,prosthetics,W,n,,,,,,,,,20465
18393,prosthetist,W,n,,,,,,,,,20465
18394,prostitute,W,n,,,,,,,,,20465
18395,prostitution,W,n,,,,,,,,,20465
18396,protagonist,W,n,,,,,,,,,20465
18397,protected,W,adj,,,,,,,,,20465
18398,protector,W,n,,,,,,,,,20465
18399,protectorate,W,n,,,,,,,,,20465
18400,protestant,W,n,,,,,,,,,20465
18401,protestant,W,adj,,,,,,,,,20465
18402,protestor,W,n,,,,,,,,,20465
18403,proton,W,n,,,,,,,,,20465
18404,prototype,W,n,,,,,,,,,20465
18405,prototyping,W,adj,,,,,,,,,20465
18406,proudly,W,,,,,,,,,,20465
18407,proven,W,adj,,,,,,,,,20465
18408,provenance,W,n,,,,,,,,,20465
18409,proverb,W,n,,,,,,,,,20465
18410,proverbial,W,adj,,,,,,,,,20465
18411,provident,W,adj,,,,,,,,,20465
18412,provider,W,n,,,,,,,,,20465
18413,provisional,W,adj,,,,,,,,,20465
18414,provisioning,W,n,,,,,,,,,20465
18415,provolone,W,n,,,,,,,,,20465
18416,prowl,W,n,,,,,,,,,20465
18417,proximal,W,adj,,,,,,,,,20465
18418,proximity,W,n,,,,,,,,,20465
18419,proxy,W,n,,,,,,,,,20465
18420,prudent,W,adj,,,,,,,,,20465
18421,prudential,W,adj,,,,,,,,,20465
18422,prune,W,v,,,,,,,,,20465
18423,pruning,W,n,,,,,,,,,20465
18424,pruritus,W,n,,,,,,,,,20465
18425,prussian,W,adj,,,,,,,,,20465
18426,pry,W,v,,,,,,,,,20465
18427,pry,W,n,,,,,,,,,20465
18428,psalm,W,n,,,,,,,,,20465
18429,psalmist,W,n,,,,,,,,,20465
18430,pseudoscience,W,n,,,,,,,,,20465
18431,psi,W,n,,,,,,,,,20465
18432,psilocybin,W,n,,,,,,,,,20465
18433,psoas,W,n,,,,,,,,,20465
18434,psoriasis,W,n,,,,,,,,,20465
18435,psychedelic,W,adj,,,,,,,,,20465
18436,psychiatrist,W,n,,,,,,,,,20465
18437,psychiatry,W,n,,,,,,,,,20465
18438,psychic,W,n,,,,,,,,,20465
18439,psychic,W,adj,,,,,,,,,20465
18440,psychoactive,W,adj,,,,,,,,,20465
18441,psychoanalysis,W,n,,,,,,,,,20465
18442,psychoanalytic,W,adj,,,,,,,,,20465
18443,psychodrama,W,n,,,,,,,,,20465
18444,psychodynamic,W,adj,,,,,,,,,20465
18445,psychologically,W,,,,,,,,,,20465
18446,psychometric,W,adj,,,,,,,,,20465
18447,psychopath,W,n,,,,,,,,,20465
18448,psychosis,W,n,,,,,,,,,20465
18449,psychotherapist,W,n,,,,,,,,,20465
18450,psychotherapy,W,n,,,,,,,,,20465
18451,puberty,W,n,,,,,,,,,20465
18452,pubescent,W,adj,,,,,,,,,20465
18453,pubic,W,adj,,,,,,,,,20465
18454,publicist,W,n,,,,,,,,,20465
18455,publicly,W,,,,,,,,,,20465
18456,public-private,W,adj,,,,,,,,,20465
18457,public-safety,W,adj,,,,,,,,,20465
18458,published,W,adj,,,,,,,,,20465
18459,publisher,W,n,,,,,,,,,20465
18460,puck,W,n,,,,,,,,,20465
18461,puddle,W,n,,,,,,,,,20465
18462,pueblo,W,n,,,,,,,,,20465
18463,puff,W,n,,,,,,,,,20465
18464,puffing,W,adj,,,,,,,,,20465
18465,pug,W,n,,,,,,,,,20465
18466,pullback,W,n,,,,,,,,,20465
18467,pull-down,W,adj,,,,,,,,,20465
18468,puller,W,n,,,,,,,,,20465
18469,pulley,W,n,,,,,,,,,20465
18470,pull-up,W,n,,,,,,,,,20465
18471,pulmonary,W,adj,,,,,,,,,20465
18472,pulp,W,n,,,,,,,,,20465
18473,pulsar,W,n,,,,,,,,,20465
18474,pulsed,W,adj,,,,,,,,,20465
18475,puma,W,n,,,,,,,,,20465
18476,pumping,W,n,,,,,,,,,20465
18477,pumpkin,W,n,,,,,,,,,20465
18478,pun,W,n,,,,,,,,,20465
18479,puncher,W,n,,,,,,,,,20465
18480,punching,W,adj,,,,,,,,,20465
18481,punctual,W,adj,,,,,,,,,20465
18482,punctuation,W,n,,,,,,,,,20465
18483,puncture,W,n,,,,,,,,,20465
18484,pundit,W,n,,,,,,,,,20465
18485,pungent,W,adj,,,,,,,,,20465
18486,punishable,W,adj,,,,,,,,,20465
18487,punjabi,W,adj,,,,,,,,,20465
18488,punt,W,v,,,,,,,,,20465
18489,punt,W,n,,,,,,,,,20465
18490,punter,W,n,,,,,,,,,20465
18491,pup,W,n,,,,,,,,,20465
18492,pupal,W,adj,,,,,,,,,20465
18493,puppet,W,n,,,,,,,,,20465
18494,puppy,W,n,,,,,,,,,20465
18495,purchaser,W,n,,,,,,,,,20465
18496,purchasing,W,n,,,,,,,,,20465
18497,purebred,W,adj,,,,,,,,,20465
18498,puree,W,n,,,,,,,,,20465
18499,purgatory,W,n,,,,,,,,,20465
18500,purge,W,n,,,,,,,,,20465
18501,purification,W,n,,,,,,,,,20465
18502,purified,W,adj,,,,,,,,,20465
18503,purifier,W,n,,,,,,,,,20465
18504,purify,W,v,,,,,,,,,20465
18505,purity,W,n,,,,,,,,,20465
18506,purl,W,n,,,,,,,,,20465
18507,purpose-built,W,adj,,,,,,,,,20465
18508,purposeful,W,adj,,,,,,,,,20465
18509,purse,W,n,,,,,,,,,20465
18510,pursuer,W,n,,,,,,,,,20465
18511,pus,W,n,,,,,,,,,20465
18512,pusher,W,n,,,,,,,,,20465
18513,pushrod,W,n,,,,,,,,,20465
18514,push-up,W,n,,,,,,,,,20465
18515,pushy,W,adj,,,,,,,,,20465
18516,pussy,W,n,,,,,,,,,20465
18517,putative,W,adj,,,,,,,,,20465
18518,putt,W,v,,,,,,,,,20465
18519,putt,W,n,,,,,,,,,20465
18520,putter,W,n,,,,,,,,,20465
18521,putty,W,n,,,,,,,,,20465
18522,p-value,W,n,,,,,,,,,20465
18523,pylon,W,n,,,,,,,,,20465
18524,pylorus,W,n,,,,,,,,,20465
18525,pyramid,W,n,,,,,,,,,20465
18526,pyro,W,n,,,,,,,,,20465
18527,pyroclastic,W,adj,,,,,,,,,20465
18528,pyrotechnic,W,adj,,,,,,,,,20465
18529,python,W,n,,,,,,,,,20465
18530,qigong,W,n,,,,,,,,,20465
18531,quackery,W,n,,,,,,,,,20465
18532,quad,W,n,,,,,,,,,20465
18533,quadrant,W,n,,,,,,,,,20465
18534,quadratic,W,adj,,,,,,,,,20465
18535,quaint,W,adj,,,,,,,,,20465
18536,quake,W,n,,,,,,,,,20465
18537,quaker,W,n,,,,,,,,,20465
18538,quaker,W,adj,,,,,,,,,20465
18539,qualifier,W,n,,,,,,,,,20465
18540,qualifying,W,n,,,,,,,,,20465
18541,qualifying,W,adj,,,,,,,,,20465
18542,quant,W,n,,,,,,,,,20465
18543,quant,W,adj,,,,,,,,,20465
18544,quantifier,W,n,,,,,,,,,20465
18545,quantum,W,n,,,,,,,,,20465
18546,quarantine,W,n,,,,,,,,,20465
18547,quark,W,n,,,,,,,,,20465
